,Unnamed: 0,Tweet,Scores
699,1019,tindaklanjuti lapor bpn bawaslu sidang salah input data kpu,-1.0
700,1021,revolusi jargon reformasi nurunin korban tinggal berapa pemilu t selenggara kpuid korba,-1.0
701,1023,kpu independen pihak siapapun jokowi jokowi,1.0
702,1024,joked susan janji jun langsung kampanye malah nulis politik identitas bu bantu bon,1.0
703,1026,detikcom lu akuntofa tofalemontofa ngributin situng kerjaan cerdas krn banyak apapun curang,1.0
704,1027,kpu curangsurat suara coblossiapa yng untung,1.0
705,1028,kpuid muak dg basa basi kaliankpuid,-1.0
706,1033,bawaslu bali temu lebih ribu surat panggil pilih c buleleng bali dikirim kpu buleleng bali,1.0
707,1035,mardani pks anggap situng kpu sunah wajibnya rekapitulasi manual,1.0
708,1036,duga syahganda situng kpu sengaja dibuat rentan manipulasi,-1.0
709,1037,reno bawasluri kpuid msaiddidu mantap moga informasi benar,1.0
710,1039,doncorleone kpuid edan bu malu malu soal etika hukum lolos dipengadil,-1.0
711,1042,akuntofa kpu maling,-1.0
712,1043,massyihaab jamrsn ustadtengkuzul masuk akal gamenang telak kalah tipis provinsi lainnyasdh je,1.0
713,1044,data udh masuk spt dipasti jokowi abah khmarufamin jadi presiden amp wapres utk thn menda,1.0
714,1045,saifulghani maap g tadi twit dibajak hacker kpu,-1.0
715,1047,lu ketemu jokowi situasi sedang masa kambang temu jokowi apapun isi temu te,1.0
716,1048,minta bukti emang kpu lihat curang didepan mata bawa semua bukti ra,-1.0
717,1049,rohmatsyukur evalezfr bawasluri kpuid msaiddidu akun beliau lenyap dilenyap,-1.0
718,1051,abdulrachim kpuid kpu gk netral kaya wasit sepak bola ngebolin tanyaanya kalau turut kalian,1.0
719,1052,team ite kpu lupa edit dn merubah data suara sistim hitung cepat tgl april pukulwib,1.0
720,1053,kpuid masabudiman masws viryanazis hsymasyari novidaevi pramonoutan ksetyawan gentle dong salah da,-1.0
721,1055,saksi ikut semua tahap rekapitulasi proses langsung jurdil tolak tanda tangan hasilnya kar,1.0
722,1056,msaiddidu bapak tanya kpu tdk dicaya rakyat minta bubar dpr,-1.0
723,1057,katanya kpuid dite nyatanya entri data dibuat salah ditambah amp dikurangi jadi dite unt,-1.0
724,1058,tiap warga negara hak atas bebas berpendapat prabowo lu me,1.0
725,1060,detikcom situng kpu stop ganti real count bpn live warnet warnet,-1.0
726,1061,cnnindonesia kpu bawaslupunya niat baik bangsa negara nkri inimubahalah disambutdimana hatimu,1.0
727,1063,divhumaspolri kpuid bawasluri polisi jaman now warasyg buat jahat dilindungi sebar d,-1.0
728,1064,zarafaul nsusan libra kpuid wr fagtng bangzul sarpakenaka pantunjp ariantobulolo takut,-1.0
729,1065,kpu gelar rapat pleno rekapitulasi suara pemilu tingkat kabupaten bengkalis,1.0
730,1066,liemid tangkap ka kpu,-1.0
731,1067,kingpurwa sungai penuh kerinci jambi,1.0
732,1069,hari lapor salah input tps karangasem kokbelum dikoreksi kpu,-1.0
733,1070,zarafaul nsusan libra kpuid wr fagtng bangzul sarpakenaka pantunjp ariantobulolo hati,1.0
734,1071,bpn prabowosandi lapor kpu lembaga survei bawaslu,-1.0
735,1072,dagang pasar induk cibitung jawa barat gelar tasyakur calon presidenwakil presiden joko widodo kh,1.0
736,1074,tinggal hari tuju umum kpu jokowi tetap pimpin suara angka,1.0
737,1078,ferdinand hutahaean baik kpu setop tayang hitung situng,1.0
738,1080,abdrossid hnurwahid kpuid kursi sekarang kurang empuk,-1.0
739,1085,priyobudis zarazettirazr aldyrl selalu koar koar paling pancasilais bangsat benalunya bangsa,-1.0
740,1086,msaiddidu ilctv karniilyas adil rakyat bs hancur bom besar binasa negeri,-1.0
741,1088,rmolco mulai buka suka nuduh gilir diminta data mumu jelas bilang,1.0
742,1089,lisaamartatara kpuid yakinn diri doa insyaallah tuhan moga meridhoi sadar,1.0
743,1090,bener fadlizon fahrihamzah sekarang kpuid udah bu salah input malah ikut corat coret bah,-1.0
744,1091,twit rame facebuuk rame lapngan kampanye rame massa kpu banyak suara,1.0
745,1093,dpalugada yarham fadlizon curang bu ditangani mk bawaslu kpu,-1.0
746,1095,kingpurwa bangpino cakkhum putrabanten alhamdulillahdi kabupaten kerinci jambiprabowo sandi menang,1.0
747,1096,ferrykoto prabowo kpuid huahahasi ferukontol banyak cakapnya koar kyk pantek ayam padahal jelas,1.0
748,1098,data kemenkeuri biaya pemilu sktr rp t biaya pemilu sktr rp t pemilu rentak hemat angg,1.0
749,1100,rizmawidiono kpuid mantap diinvensi tegas maju us,1.0
750,1102,wgenial impambudi fattuh ngomong kpu fakta tunjuk nyalon presiden x langsung jadi y,1.0
751,1105,nich dok survey n ahli it itb lapor duga curang lembaga survei n situng kpuri bawaslur,-1.0
752,1107,pleno kpu suara caleg pks tinggi kadia,1.0
753,1110,tutup situng komisioner kpu dijerat pidana,-1.0
754,1112,kyozie guru besar ui prof rusli nyata komisi pilih umum kpu ti,1.0
755,1114,lukah dibentuk badan akreditasi kpu lu kontrol sistem kerja mesin hitung kpu cara kala,1.0
756,1115,msaiddidu desioon kpuid tdk nah berfikir jauh sangka rakyat cara rentak mengam,-1.0
757,1116,msaiddidu ilctv karniilyas malah jawab lama sedang jadi kpu curang prabowo menang,-1.0
758,1117,anggorosabdo clethuk emangnya riziek jabatannyakok hebat henti proses hitung kpu dilindungi uu,1.0
759,1118,titojalu nagaulung dahnilanzar lustrilanang swulll relawanprosandi kpuid tentu langsung menang,1.0
760,1119,greenblack masabudiman kpuid udah dihapus sama adminnya tetep jejak digital sulit dihilang,-1.0
761,1121,hnurwahid kpuid lapor polisi palsu begini,-1.0
762,1122,kpuid tunduk sering salah input,-1.0
763,1124,marakupberasa ammanahmu ustadtengkuzul mksud ammanahmu klo menang kpubawasluamptkn curang tp klo menang krn takdir,1.0
764,1125,powerofreceh begini kpu pengen dipuji pemilu jurdil,1.0
765,1126,nyata admin kpuid sekeren admin bkngoid serius hehehehe suruh nampilin udh d benerin mana d,-1.0
766,1130,tatapuri or bodoh ulang salah arti kpu bodoh curang moga semua or kpu curang k,-1.0
767,1131,detikcom detikinet moga suhero avengers kawal kpu jurdil,1.0
768,1132,datangi kpu zon cek langsung hitung suara situng,1.0
769,1134,detikcom lalu fanatik begini nihblm sdh ngakujgn malu pd umum kpu tdk suai harap,-1.0
770,1135,hnurwahid kpuid benar benar hunan error kejar order,1.0
771,1136,korantempo kalau kelompoknya menang kpu hebatekrjanya bagus kali kalau kelompoknya kalah lihat,1.0
772,1138,kpuid preeettttunggulah azab timpa kluargamu kpu curang,-1.0
773,1139,kpuid masabudiman masws viryanazis hsymasyari novidaevi pramonoutan ksetyawan kerja bener,1.0
774,1140,efek situng kpu jumlah suara dukung dikurangi sby presiden,1.0
775,1142,tanda sakit hati menang hasil rekapitulasi kpu ponorogo paslon jokowimaruf,1.0
776,1144,abiyyu bangpino kpuid cakkhum zarazettirazr putrabanten maulanatigor lisaamartatara kendali y,-1.0
777,1146,kpuid masabudiman viryanazis masws novidaevi hsymasyari pramonoutan ksetyawan jangan buta tuli,-1.0
778,1147,saksi prabowosandi tanda tangan berita acara hsl rekapitulasi kpu kota blitar padahal temu,1.0
779,1149,begini ruang situng kpu anggota bawaslu iksa wahai anggota bawaslu pantaskah ruang situng dgn biaya,1.0
780,1151,vivacoid makin stabil suara caprescawapres makin kejang pihak kalah kpu selalu salah mata kalah,1.0
781,1155,kpuid jokowi kroni moga allah laknat kalian dunia akhirat allah kalian lampau batas,-1.0
782,1156,abiyyu msaiddidu kpuid cakkhum zarazettirazr putrabanten maulanatigor lisaamartatara rata merek,1.0
783,1157,adenromeo gardaindonews nasib bangsa tangan kpuid,1.0
784,1160,update jelang pagi data masuk selisih suara jtan moga wiken lancar senang,1.0
785,1162,kesalahaninputdata baik malah makin bertambahtambah kesalahanya situng kpu dinilai tambah kacau bru,1.0
786,1166,doncorleone kpuid salah cayaini banyak salah,-1.0
787,1167,demo relawan prabowosandi kpu kota bogor janji hitung suara jujur buka,1.0
788,1168,charlespambers kpu bayar asuransi kpu rangkap usaha asuransi kpu koalisi tipu umat asuransi pulih kpu,1.0
789,1170,msaiddidu hdrabdurrahman kpu ilc mudh kali kayaknya rezim,-1.0
790,1173,maulana ireneviena kpuid kalau kpu netral moga semua libat curang azab pedih,-1.0
791,1174,ngotot salah input data pemilu modus salah input data,-1.0
792,1175,ayolah kpuid fadlizon jokowi buat klarifikasi investigasi menanglah jujur cc fahrihamzah,1.0
793,1176,detikcom cara tdk langsung skrg mardani caya kpu bu hasil innal koalisinya jd politisi hrs pegang kom,1.0
794,1177,campusteast jokowi bakal menang kalau curang maya curang manana sama kpuid c,-1.0
795,1179,berita menang bagai daerah banyak diberita refleksi situng kpu aneh,1.0
796,1180,cnnindonesia coba berani penting,1.0
797,1181,hukumdan kpuid bangsat,-1.0
798,1182,mdualet fadlizon post kpu anggotax jg manusia bs salahsystemx dlu hrs dibaiki br dilanjut shg data disaji bensr real,-1.0
799,1183,sekedar usul saran kpu msh curang bagaimana kalau kpu ganti sama anak kecil karna,-1.0
800,1186,pidana hanyalah sebatas defenisi implementasi jadi suatu buat pidana adlh lalu bukti tp faktanya pidan,-1.0
801,1188,pilkada amp pemilu dtg kpuid bawasluri dkppri buat uu upload wajib scan c asli sdh ta,1.0
802,1190,doradong officialpan partaidemokrat mulai ancang buat tinggal prabowo akibat panitia gnp,-1.0
803,1191,msaiddidu rakyat us kawal awas curang ahirnya kpuid tetap mbalelo nekat menang pe,-1.0
804,1192,fadlizon databg kpu trus bang tenang bang pastik ente lolos jadi calek bang uangnya udah abis bany,1.0
805,1193,ronnierusli sasongko kpkri kpuid bongkar us keboronya,-1.0
806,1194,bpn prabowosandi lapor kpu lembaga survei bawaslu direktur hukum advokasi,-1.0
807,1196,kpuid masabudiman masws viryanazis hsymasyari novidaevi pramonoutan ksetyawan ci palsu bagaimana kpuid,-1.0
808,1198,partisipasi pilih empuan banjarbaru lebih lakilaki,1.0
809,1199,mbah moen harap real count kpu ramadhan jalan aman,1.0
810,1201,modus baru lalu tps menang dgn suara tanda tangan semua saksi sampe kpu c beda s,1.0
811,1203,fadlizon kpuid nyinyir depan ketua kpu gk disosmed koar gk jelas,-1.0
812,1204,mardani pks anggap situng kpu sunah wajibnya rekapitulasimanual,1.0
813,1205,situng kpu bnyk disusupi c palsu selalu untung ampmerugi alas jadi salah dlm input c hologr,-1.0
814,1207,arwidodo suro lalimoco kpuid kpuid mendiskualifikasi siapa sendiri curangnya malah brutal,-1.0
815,1208,demo kpu jabar mahasiswa unpad pemilu gagal,-1.0
816,1209,ikut kpu ne salah input keseringan maen sma kpu seh jadinya salah input,-1.0
817,1210,imayadewi komisionerkpu kpuid maya klo pemilu jng fokus ama pilpresnya calegnya jg hati,1.0
818,1211,sbsinews guru besar hukum pidana universitas padjadjaran unpad prof romli atmasasmita kata tuduh curan,-1.0
819,1214,timses capres tolak hasil rekapitulasi kpu kabupatennganjuk,-1.0
820,1215,minta maaf kpu nias selatan atas salah input suara suara mnyelesai masalah kesa,1.0
821,1217,priyobudis hnurwahid kpuid disini curang tiga intah sendiri lalu hukum,-1.0
822,1218,newzepret kpuid bawasluri tolak pemilu curang,-1.0
823,1219,ismantengku prabowo sandiuno kpuid bawasluri kalau liat bgt cpt masivenya entry data salah it kpu angka,-1.0
824,1220,kpuid guru tdk butuh ucap cm butuh contoh jujur kpu,1.0
825,1222,said aqil jaga damai caya kpu,1.0
826,1225,tsamaradki kpuid tuju menang indonesia,1.0
827,1226,kpuid rasa tunduk sma undang,1.0
828,1228,ustadtengkuzul kga masuk akal lahkpu aj lu diiksa,1.0
829,1229,cnnindonesia maksud cucu iblis nantang kpu bawaslu tkn sumpah mubahalah nuduh curang lgi ngaku ny,-1.0
830,1230,pidana hanyalah sebatas defenisi implementasi jadi suatu buat pidana adlh lalu bukti tp faktan,-1.0
831,1231,putraerlangga kpu jangan curangi,-1.0
832,1232,rmolco fadlizon jawab tanya sama kpuid masa tanya sama,1.0
833,1234,breakingnews baru info teman intelijen mas mind konspirasi menipulasi hasil pilpres,1.0
834,1238,cara paling efektif patah konspirasi jahat demokrasi dilaku jokowi rakyat kawal total rekapitu,-1.0
835,1239,bagaimana hari salah data inputan situng kpu sdh capai,-1.0
836,1241,baru jadi balikpapan ketua kpu disumpah pakai alquran bukti laku jujur adil,1.0
837,1242,brekingnews jahat sempurna kpu anggap bengkulu jumlah suara kecil jadi entry prabowo menang,1.0
838,1243,baru jadi balikpapan ketua kpu disumpah pakai alquran bukti laku jujur a,1.0
839,1244,korlap ngodek jangan lgbt temenya rockygerung beginilah cara bodoh dukung prabowo saking ing,-1.0
840,1245,jakarta ibukota negara katanya dipindah jaring fast net nomor lambat beud inputnya tps dki bl,-1.0
841,1246,kpuid masabudiman masws viryanazis hsymasyari novidaevi pramonoutan ksetyawan angya sj ngawur apalgi grafiknya,-1.0
842,1247,negaraku hancur lebur palsu c masuk tanda tangan palsu sebuah jahat kasus c tps gerun,-1.0
843,1248,alhamdulillah hasil relawan it prabowosandi diserah ditemu salah dlm penginputan data o,-1.0
844,1249,berita baru hasil real count kpu pilpres jokowi vs prabowo sabtu p,1.0
845,1250,militan punya media militan punya akal sehat buat mantengin situng kpuid jam,1.0
846,1251,intah justru jadi produsen hoax paling sempurna punya segala dikata curang,-1.0
847,1254,kpuid yu tunduk uu mk lapor tugas kpu salah input apapun pidana masalah salah,-1.0
848,1258,beda c web pantau dgn c  mei sore berub,1.0
849,1260,kpuid berita anak beri beres sistem website kpuid,-1.0
850,1261,detikcom situng kpu hasil c disaksi saksi kalah pahit dewasa hadap,-1.0
851,1263,tunggu masanya kpu hadap kpk,-1.0
852,1267,nyata kpu salah input malaysia suara jokowi ditulis,-1.0
853,1270,kenyoriee kpuid baru panas mungkin lebih besar diseluruh nusantara stlh umum pilpres,1.0
854,1271,kpu kumpulnya pendunguan umum kumpul dungu ketuanya,-1.0
855,1272,kpuid semua form pindai c utk tps kelbaipajung tanah merah bangkalan jatim tdk valid tps b,1.0
856,1273,syamunghazi peyboy dianya nyasar beri parah kpu nyasar tahu,-1.0
857,1274,thearieair makin banyak data masuk makin lebar jarak menang jokowi hadap prabowo inilah ditakuti ulama su,1.0
858,1276,cnnindonesia kpu lembaga negara rakyat caya padamu,-1.0
859,1280,romiemocka detikcom trus untungnya gitu mas nunjukin metodo hasil pihak lawan mk lebih,1.0
860,1281,doncorleone kpuid ang mendisain umat balas brutal alas tentara mera,-1.0
861,1282,nyazizalsaggaf jokowi mas agus ajak preskompres bahas korban kpu jadi diabj,-1.0
862,1283,kpu jujur akur kpu curang berang sebuah spanduk surabaya,-1.0
863,1286,ijtima ulama desak kpu diskualifikasi jokowi tkn kalap,-1.0
864,1288,gemblung ulama suu diikuti jelas curang scra vulgar ditonton disaji kpu malah minta,-1.0
865,1289,powerofreceh zarazettirazr bawasluri kpuid relawan jokowi pura gila,-1.0
866,1290,cnnindonesia salah pihak iksa dirimu dulu sdh benar hadapi realitas sekalipun pa,1.0
867,1291,hingga jumat malam kpu tugas kpps wafat total sakit gtgtgtgtgt,-1.0
868,1292,fadlizon kalah semua hasil kuik kuik kon legal n real kon kpugak nh ngaku kalah padahl nh kalah berkali kali,1.0
869,1293,dungu jadi pimpin negeri mungkin kpu laku bodoh bodoh,-1.0
870,1298,msapunya kpuid bawasluri stres relawan jadi patok,-1.0
871,1300,dhanihendy kpuid bawasluri kawalpemilu onnowpurbo sandiuno prabowo pemilu berbiaya mahal telan,-1.0
872,1301,jangan tugas kpu bantu tik wkwkwkwkwk,-1.0
873,1304,mpicommunity presidenbkuasa kpuid tul kalau undang undang msh fungsi sdh benjara bahlul,1.0
874,1305,andai unggul seminggu udah data clear masuk karna unggul data masuk dilambat,1.0
875,1306,tunggu masanya kpu hadap kpk,-1.0
876,1307,cnnindonesia data salah input caya kpuyang salah pidanakami caya ijtima ulama lll,-1.0
877,1308,reno kpuid kpuri bawaslu pihak kpuid sedang laku bodoh penggiringan opini publiktapi rakya,1.0
878,1310,hnurwahid kpuid dukung pantau curang allah swt balas upaya dlm tegak jujur aamiin x,1.0
879,1311,mbakyuevin zarazettirazr kpuid iya ratus istrisuami hilang pasang hidupnya ratus anak hilang org,-1.0
880,1313,abdulrachim kpuid ribu lebih tps bagaimana kalau semua dipalsu c luput didokumenta,1.0
881,1314,tolak belag dngn nyata nyata tunduk kpu mulai ngibul ingat azab allah kalau k,-1.0
882,1315,cnnindonesia klo jalan pikir sesat suruh henti temu diinformasi kpu utk revisi se,1.0
883,1316,lapor salah input situng kpu relawan it bpn desak bawaslu henti situng kpu,-1.0
884,1318,ratus kpps gugur merc jangan kambing hitam lelah kpuid bawasluri,-1.0
885,1320,transparan usai kemarin ajak sekretaris parpol dukung paslon tinjau server kpu hari jumat kpu men,1.0
886,1322,akuntofa kalau curang dikonfermasi sama cek and ricek sepengetahuan sy kpu sdh kerja transparan jurdil netral,1.0
887,1323,detikcom kt banyak te gk kebalik justru sering ne kpu zonk,1.0
888,1326,gungung titusekowibowo detikcom kpuid fadlizon kerja anggota dpr jauh beda sama linma,1.0
889,1327,zorrord harryindah annasuezann kpuid jangan blok guna latih sabar kadang komen kelew,1.0
890,1329,fadlizon kpuid harusnya lgsg ditembak tempat tpstps salah input c c valid,-1.0
891,1331,kpuid kalau tunduk undang dak ribut masyarakat nihstop curang kpu,-1.0
892,1332,ponirahmujahid fadlizon lama jdi curiga jga y mlihat tingkah aneh bpn n relawan balik keraha,-1.0
893,1336,zon lihat langsung cara kerja situng kpuri,1.0
894,1339,kpuid masabudiman novidaevi pramonoutan viryanazis hsymasyari masws ksetyawan bukalah mata hati an,1.0
895,1340,siapakita reftywf kpuid ngerti langsung arah lawan bicara so,1.0
896,1342,cnnindonesia tetap fokus awasi kpu,1.0
897,1343,urus golkar sidrap laku anjangsana serah bantu panti asuh aisyiah,1.0
898,1344,salah input situng kpu jokowimaruf ditulis suara,-1.0
899,1347,thearieair makin banyak data masuk makin lebar jarak menang jokowi hadap prabowo inilah ditakut,1.0
900,1348,vivacoid gelar pantas buat kpuid sekarang,1.0
901,1350,input data dibilang it haha,-1.0
902,1351,vintenas aimarnst sabtu mei jam total data input data nasional tidik cocok data grafik,-1.0
903,1352,semestalink garuda kpu ora wani mk ora wani paruh rakyat wani,-1.0
904,1353,tsamaradki munawarali kpuid kusangka tsamara rupa tsamara akal sehat,1.0
905,1354,siapakita reftywf kpuid sy ajar sana sini om sy dapet justru org auto dungu bi,-1.0
906,1355,selamat kpu laksana pemilu luber jurdil,1.0
907,1356,akibat lacur intelektual sby presiden habibibbu presiden gusdur bu,-1.0
908,1357,kpu salah entry data tdk hny timpa tp jadi emang betul tp salah entry data timpa,-1.0
909,1358,kpu rilis jumlah tugas kpps tinggal dunia sakit,-1.0
910,1359,fadlizon prabowo fadlizon prabowo modus baru tps menang dgn suara tanda tangan semua s,1.0
911,1360,the most serious allegation of electoral fraud so far jenni retno claims itb specialists identified intruder feed,-1.0
912,1362,sinetron pesugihan pakai tumbal nyat kotak kardus kpu tumbalnya lebih banyak kardus angker,1.0
913,1363,kpuid masabudiman masws viryanazis hsymasyari novidaevi pramonoutan ksetyawan kpuid kerja be,1.0
914,1364,restcayah nyata visa situng kpu mulai kerja,1.0
915,1366,detikcom mulai rasa kpu punya setingan dgn kubu,1.0
916,1367,kpuid masabudiman masws viryanazis hsymasyari novidaevi pramonoutan ksetyawan lebih banyak,1.0
917,1368,engkau prabowo sandiuno menjdi pimpin negri hormat penjara,1.0
918,1371,rmolco laskarsurajaya bawaslugakkumdupolisijaksahakimklo emang indikasi bukti komisioner kpu,-1.0
919,1372,romeodelta oppositelinks kpuid bawasluri iya maju trus nyebur kolam,1.0
920,1373,kpu salah data bantah kalau berani,-1.0
921,1374,pacitan utk jatim hasil pleno kpu pacitan suara sah ,1.0
922,1375,tsamaradki kpuid salah input human eror,-1.0
923,1376,hormat prabowo bang sandiuno jngan kwatir kpuid menang engkau,1.0
924,1377,msaiddidu ilctv karniilyas libur dilibur soalnya versi kpuid kali tayang hari kelia,-1.0
925,1382,kpu tunduk uu benarkah pdhl bilang mslh bilang mslh artinya curang kesalah,-1.0
926,1384,detikcom smpai bpn us rahasia hitung suara patut curigai rncana trtentu dgn kpu,1.0
927,1385,hormat kpuid tolonglah berprilaku baik jujur adil sekrg pantau kalian bu satu,1.0
928,1386,angelone wsanzulanda kpuid rampok suara rakyat,-1.0
929,1387,akses masuk ruang server kpu dibatasi,1.0
930,1389,tuhan tugas kpps tewas sakit indonesia pesta demokrasi bencana naik ta,-1.0
931,1394,akibat visa kpu jangkit nalar berefek selalu salah hitung dahsyat pengaruh visa,-1.0
932,1395,viryanazis kpuri fadlizon zonk tetap paham gomik,1.0
933,1398,wrunturambi zokowiek kpuid kerjanya nyurangin suara rakyat ngisep darah rakyat bajing,-1.0
934,1399,fahrihamzah patut disalah anggota dprri sah uu pemilu ttg pemilu rentak haru,1.0
935,1400,fadlizon tonton bodoh caleg meisme atur sendiri ikut buatny,-1.0
936,1401,unkwonmouse kpuid lihat lempem mahasiswa tahun akhir kritis intah aneh,-1.0
937,1402,vivacoid gatotgeneral situng brutal kurang ajar rakyat dosa banyak meninggaltapi ko,-1.0
938,1404,cipta kondisi seolaholah kpu curang,-1.0
939,1405,hasil pleno kpu mulai direkap lets see buat banding versi pleno kpu versi situng kpu vers,-1.0
940,1407,selamat kpu laksana pemilu jurdil,1.0
941,1408,katanya dasar exit poll rahasia milik kalian kalian menang prabowo empat kali sujud syukur ny,1.0
942,1409,lantas siapa bertanggung jawab atas tinggal sebut berani kata pemilu sukses,-1.0
943,1410,emang bu dek kpuid it kpu habis banyak duit rakyat sampe banyak kejanggalandi it kpu tsb,1.0
944,1412,video kpu salah input data koreksi dilaku,-1.0
945,1415,palsu c masuk tanda tangan palsu sebuah jahat kasus c tps gerung utara gerung,-1.0
946,1420,kpuid pemilu kalian curang,-1.0
947,1421,republikaonline eror salah ko us us maya petuga entri data kpu kerja profesional dong ka,1.0
948,1423,ngowatchindo minta jadi batu katanya kalau kpu curang kabul,-1.0
949,1425,kejar target rapat pleno kpu dibagi jadi panel cianjurekspres,1.0
950,1427,kpuid masabudiman masws viryanazis hsymasyari novidaevi pramonoutan ksetyawan kalian sakit jiwa,-1.0
951,1428,mbah moen harap real count kpu ramadhan jalan aman tunjuk jelang ram,1.0
952,1429,gowa maccini baji tps sah tdk sah sah tdk sah maklumi kpu manusia,1.0
953,1430,kpuid kamu sadar sihdg jadi ribu salah input penginputan tdk imbang semua daerahy,1.0
954,1432,iqrozen akuntofa kpuid seneng jokowi kalau salah input banyak nguntungin bapak sebut ketah,-1.0
955,1433,berjamaah bohong surat suara bakar papua kpu ksp polri rentak kata surat suara pakai,-1.0
956,1434,sheismysin kpuid selamat pagi proses semua data masuk proses data menang pasl,1.0
957,1435,tps ds gorowong parungpanjang bogor jabar suara sah mmbengkak jadi dahnilanzar fadlizon,1.0
958,1437,salah input laku kpuid selalu rugi kait pemambahan depa,-1.0
959,1440,salah situng kpu x amp x salah x amp x curang x amp x curang masif x lebih jahat,-1.0
960,1442,maaf prof presiden ri jadi inget situng kpu sayanya,1.0
961,1445,anggap situng kpu bermasalah zon henti hitung via post,1.0
962,1447,kenyoriee ddarpen kpuid pantang mundur,-1.0
963,1448,agoeswidiantoro rmolco data c dipegang bpn sdh bukti menang nyata upaya menggagalk,1.0
964,1450,buat tug input pidana pasal undangundang pemilu anggota kpu lalai men,-1.0
965,1453,tinjau situng kpu zon hitung caya masyarakat via tribunnews,1.0
966,1455,doncorleone kpuid kpu tdk beri beda salah input sengaja menginput salah,-1.0
967,1456,coba inget pakakhir sering salah ngomongatau sby presiden ttg prosentase kesal,-1.0
968,1458,bahan bakarnya kpu pke solar jd loyo input coba pke batu bara ngaciiii,-1.0
969,1460,tempur lanjut bu versus alih kpubawaslu versus rakyat kuat siapa,-1.0
970,1462,dukung kawal penghitunggan kpu semanggat,1.0
971,1465,kpps tinggal dunia ketua kpu pd disorot kamera sakit jiwa,-1.0
972,1466,hukum gantung ketua kpuid,-1.0
973,1471,mohon kpuid jangan main suara rakyat juang suaranya didengar dicu,-1.0
974,1472,ketua it bpn agus maksum bunya kurang sekarang situng malah tambah kacau brutal bu salah,-1.0
975,1473,untung yah sidang isbat muibmkg lapan coba kpu hari jadi bu puasa wabah lapar,-1.0
976,1475,biasav modal inspect element bilang kpu curang,-1.0
977,1476,udah masabudiman jangan lalu bela kubu sebelahlamasih lupa kalau ketua kpu mati penuh misi,-1.0
978,1478,petisi sdh dilaku disetujui waspada laku curang mulai kpu tingkat endah sd kpu tinggi,1.0
979,1479,kpu tolak mentahmentah minta mendiskualifikasi jokowimaruf amin bagai pilpres,-1.0
980,1481,riasulaimani onnowpurbo kpuid buktinya buktinya mana berapa total tps ang punya bukti kr,-1.0
981,1482,unkwonmouse kpuid gw kagak yakin emang mahasiswa kritis peduli,1.0
982,1483,pramono anung sebut minta rizieq setop situng kpu aneh,-1.0
983,1485,tanggapi temu jokowiahy demokrat sebut lalu dini bicara koalisi amir menyataka,1.0
984,1487,cahyoyok msapunya kpuid bawasluri mana ngerti prof kaya gituan taunya  bulan,1.0
985,1489,kpuid masabudiman masws viryanazis hsymasyari novidaevi pramonoutan ksetyawan rekap data entry sel,1.0
986,1493,fadlizon kpuid langkah tepat untk langsung pantau mimimal kurang buruk sangka,-1.0
987,1497,abdulrachim zarazettirazr kpuid moga prabowo sandi naikorang curang penghianat dihukum seb,-1.0
988,1499,zon situng kpu bermasalah baik dihenti,1.0
989,1500,kapan beresnya kpuid kalau salah input trs rakyat kesal banyak salah rakyat sekar,-1.0
990,1504,kpuid salah input hoax,-1.0
991,1507,saran neehh hari tetap kpu mei yad lu comparare data c relawan saksi,1.0
992,1509,kpuid msaiddidu hati dinilai hati ungkap benar gantung s,1.0
993,1512,bangray akuntofa kpuid prabowo rasa menang qc tp deklarasi menang nyuruh org utk nego spy,1.0
994,1513,divhumaspolri mohon kpuid tangkap banyak hoax c banyak suai input datanya hoax jg,-1.0
995,1515,kpuid tlg direvisi input utk tps kelkesenet banjarmangu banjarnegara jateng data diinput tp,-1.0
996,1516,msapunya mayairma waduh kpu udh mmg g syg rakyat rupiah hlg semualalu pd sp rakyat taruh ke,-1.0
997,1518,kpuid tpi undangudang laku cmn buat ber duit qlu ber duit mnh laku namanya undangundang,1.0
998,1519,provinsi banten dikuasai tinggal situng kpuid dijaga situng kpu banten sen,-1.0
999,1520,sore tadi bpn data fakta kait pola curang tsmb tps diverifikasi,-1.0
